Number of vertices;Depth of tree;Are isomorphic;Time [ms]
2790;380;false;7689
2840;320;false;7907
2870;400;false;7991
2510;400;false;6275
2230;360;false;5403
2250;380;false;5411
2110;380;false;4814
2200;380;false;5311
1980;340;false;4067
1140;320;false;1363
1770;320;false;3271
2820;380;false;8150
1260;380;false;1707
1850;340;false;3633
1930;340;false;3857
1780;360;false;3273
2050;360;false;4374
2150;320;false;4631
1360;340;false;1936
2470;320;false;6052
2620;400;false;6707
2000;360;false;4170
1450;360;false;2236
2940;360;false;8581
1460;360;false;2286
1920;340;false;3758
2570;400;false;6655
1080;400;false;1244
2310;360;false;5556
2700;400;false;7273
2410;340;false;5704
2560;320;false;6689
2050;320;false;4518
2350;340;false;5578
2810;340;false;7847
1250;360;false;1684
1980;400;false;4118
2860;380;false;8120
2890;400;false;8305
2530;380;false;6694
1560;400;false;2532
2040;400;false;4302
2860;340;false;8137
1380;360;false;1998
2680;340;false;7203
1200;360;false;1549
2180;400;false;5293
1290;400;false;1771
1600;340;false;2669
2500;380;false;6433
2080;320;false;4581
1190;400;false;1504
2580;380;false;6738
2840;380;false;8038
2530;340;false;6387
2110;360;false;4599
1320;340;false;1888
1260;400;false;1715
1010;340;false;1120
1400;360;false;2066
2080;380;false;4533
2270;340;false;5617
2960;380;false;8823
2970;320;false;8706
2560;400;false;6670
2510;320;false;6312
2840;400;false;7997
1500;340;false;2399
2070;360;false;4565
2590;320;false;6954
2610;400;false;7066
1130;360;false;1333
2250;360;false;5681
2100;380;false;4606
1790;320;false;3388
1350;380;false;1987
1780;320;false;3343
2630;320;false;6960
2760;360;false;7777
1370;380;false;2042
2520;340;false;6555
1810;400;false;3498
1370;360;false;1997
1770;340;false;3273
1580;400;false;2649
1640;340;false;2906
2010;360;false;4161
1060;360;false;1206
1330;380;false;1865
2880;360;false;8299
2370;400;false;6047
1180;340;false;1506
2380;380;false;5855
2450;320;false;6051
1420;400;false;2179
1770;360;false;3292
2860;400;false;8093
1660;400;false;3000
2250;400;false;5375
1760;360;false;3311
2890;340;false;8389
2490;320;false;6400
2630;340;false;7080
2260;360;false;5670
2900;360;false;8184
2690;320;false;7130
1220;400;false;1601
2940;380;false;8627
1670;320;false;2997
2400;340;false;5777
1020;380;false;1101
2020;360;false;4313
2840;360;false;7907
1350;340;false;1988
1800;380;false;3450
2760;320;false;7758
1970;360;false;4031
2670;320;false;7193
2940;400;false;8686
1130;380;false;1394
2380;400;false;5567
1900;340;false;3839
1380;320;false;2001
2650;340;false;6998
1930;380;false;3905
2540;340;false;6353
2410;320;false;5814
1680;320;false;3083
2660;400;false;7172
1490;400;false;2406
2120;320;false;4348
2660;380;false;7087
2640;380;false;7055
1330;400;false;1883
2670;340;false;7182
2040;360;false;4394
2020;340;false;4419
2700;340;false;7349
2370;320;false;5744
2030;380;false;4748
1790;400;false;3367
2430;400;false;6029
2930;320;false;8571
2430;320;false;5994
1160;400;false;1481
2400;320;false;5679
1840;380;false;3562
1080;320;false;1248
1930;400;false;4012
1800;400;false;3420
1940;400;false;4107
1220;320;false;1536
2010;320;false;4311
1810;320;false;3366
1080;340;false;1271
2320;400;false;5460
2270;360;false;5422
1310;360;false;1861
1250;400;false;1722
1390;400;false;2092
2590;360;false;7001
2820;400;false;7862
2750;360;false;7831
1910;320;false;3918
2610;360;false;6673
1100;320;false;1320
2550;360;false;6459
2600;340;false;6860
2580;320;false;6673
2120;380;false;4561
2740;320;false;7564
2040;320;false;4492
1560;380;false;2524
1680;340;false;2973
1080;380;false;1250
1100;380;false;1323
2720;360;false;7468
1320;360;false;1834
2780;340;false;7983
1730;340;false;3112
1380;380;false;2079
2750;340;false;7720
1120;320;false;1328
1380;340;false;2006
1680;360;false;2999
1980;320;false;3983
2570;320;false;6672
1690;400;false;3128
1300;340;false;1817
2790;340;false;7888
1490;320;false;2387
1020;320;false;1304
1570;380;false;2544
2080;360;false;4484
1990;340;false;4225
2440;320;false;6041
2450;360;false;6064
1160;380;false;1463
2270;400;false;5514
1860;320;false;3607
1050;360;false;1174
2930;400;false;8610
2380;320;false;5691
1170;320;false;1436
1300;380;false;1826
2620;380;false;7115
1590;400;false;2722
2480;320;false;6244
1210;380;false;1570
1250;320;false;1618
2710;400;false;7285
1250;340;false;1625
1900;400;false;3858
2550;380;false;6681
2900;340;false;8387
1580;340;false;2642
2540;320;false;6456
2030;400;false;4388
2000;320;false;4085
2180;320;false;4935
2280;360;false;5543
2680;400;false;7132
1860;380;false;3699
2280;320;false;5807
1430;360;false;2246
2550;320;false;6544
1310;320;false;1810
1690;320;false;3045
1700;380;false;3090
1490;360;false;2360
2990;340;false;9114
1230;380;false;1620
1620;320;false;2767
1520;380;false;2518
2270;320;false;5469
2190;320;false;5332
2950;340;false;8643
1520;340;false;2548
2390;340;false;6214
2470;380;false;6097
1110;320;false;1350
1680;400;false;3000
2020;380;false;4473
2030;320;false;4361
1650;320;false;2877
2080;400;false;4509
1840;400;false;3603
1800;360;false;3330
1590;380;false;2710
2770;400;false;7596
2460;340;false;6034
2110;340;false;4717
1850;360;false;3631
1430;380;false;2260
2370;340;false;5468
1780;400;false;3317
1640;360;false;2850
2090;320;false;4638
1210;340;false;1590
2570;380;false;6982
2130;380;false;4808
1320;320;false;1871
1200;320;false;1497
1200;340;false;1568
1670;340;false;3002
1800;340;false;3431
1150;340;false;1447
1400;340;false;2075
2400;360;false;5783
1170;380;false;1468
2720;380;false;7527
1810;340;false;3415
2590;340;false;6928
1170;340;false;1469
2210;340;false;5076
2610;340;false;6928
2420;400;false;5901
1270;340;false;1728
2290;380;false;5710
2320;380;false;5802
1880;400;false;3681
1540;360;false;2493
1760;400;false;3272
2440;340;false;5977
1510;360;false;2432
2140;400;false;5217
2080;340;false;4546
1310;380;false;1831
1740;340;false;3254
1220;340;false;1621
1100;400;false;1294
2580;400;false;6725
1270;380;false;1754
3000;380;false;9119
1280;340;false;1767
1690;360;false;3004
2510;360;false;6397
1970;400;false;4018
1140;400;false;1441
2790;400;false;7750
1590;320;false;2612
2200;340;false;4861
1620;360;false;2721
2490;340;false;6274
2600;400;false;6784
2010;380;false;4232
2730;340;false;7462
1930;360;false;4030
2300;380;false;5665
1290;340;false;1782
2260;380;false;5054
2120;360;false;4432
1610;360;false;2766
2450;340;false;6007
2000;400;false;4131
1840;320;false;3523
2330;320;false;5757
1480;360;false;2418
1450;340;false;2286
2160;380;false;4822
2830;400;false;7860
1300;360;false;1831
1830;320;false;3435
1120;360;false;1347
2300;400;false;5465
2200;360;false;5435
2250;320;false;4989
2210;380;false;6112
1250;380;false;1646
2850;380;false;8108
1330;340;false;1860
2300;340;false;5612
2740;380;false;7818
1720;340;false;3227
1600;360;false;2672
1550;380;false;2574
1620;380;false;2826
2210;400;false;4844
2040;340;false;4446
2650;360;false;7015
2910;380;false;8501
2260;320;false;5258
1920;320;false;3865
2910;320;false;8349
1090;380;false;1283
2130;400;false;4992
1420;380;false;2182
2070;320;false;4433
2140;360;false;4637
2650;400;false;6986
1040;380;false;1139
2220;320;false;5063
2530;400;false;6434
1290;380;false;1783
2910;400;false;8348
2350;360;false;5505
1950;340;false;4115
2730;320;false;7408
2990;320;false;8878
1990;320;false;4251
1920;360;false;3850
2490;380;false;6302
1180;380;false;1504
1010;400;false;1092
1730;360;false;3138
2060;340;false;4467
2990;360;false;8666
2190;360;false;5229
2050;340;false;4380
1660;340;false;2995
1360;380;false;1995
2810;380;false;8080
1520;360;false;2452
2060;380;false;4566
2880;380;false;8202
2710;360;false;7363
1140;380;false;1437
1470;340;false;2276
1690;380;false;2999
2930;340;false;8601
2770;320;false;7739
2470;340;false;6157
1900;360;false;3815
2500;360;false;6181
2050;400;false;4492
2340;340;false;5536
1050;320;false;1182
1970;380;false;4174
2270;380;false;5428
1950;320;false;3972
1600;320;false;2733
2890;380;false;8296
2170;360;false;5113
1240;340;false;1622
1910;340;false;3737
1110;340;false;1333
1150;400;false;1471
2510;380;false;6411
1840;340;false;3555
1820;380;false;3446
2410;360;false;5778
1740;400;false;3196
1440;380;false;2239
1510;320;false;2445
1020;360;false;1108
1990;400;false;4271
2070;400;false;4670
2190;380;false;4838
1500;360;false;2387
2700;380;false;7235
1460;380;false;2256
2000;340;false;4135
2620;320;false;7040
1660;320;false;3041
1730;400;false;3172
2720;340;false;7420
2740;340;false;7601
1410;400;false;2132
1430;320;false;2207
1450;320;false;2286
1960;400;false;4162
2480;380;false;6301
1460;400;false;2242
2140;320;false;5098
2960;340;false;8783
2980;360;false;8964
1330;360;false;1877
1150;380;false;1424
2870;340;false;8162
2090;360;false;4588
2430;380;false;5943
2400;380;false;5749
2130;340;false;4839
1180;320;false;1491
1080;360;false;1274
1410;360;false;2139
2640;320;false;6865
1070;400;false;1240
1700;400;false;3176
1510;340;false;2432
2450;380;false;6090
1040;320;false;1171
1270;360;false;1743
1120;400;false;1369
1110;380;false;1300
2970;360;false;8787
2670;380;false;7162
1850;380;false;3588
1230;320;false;1581
1810;360;false;3438
2440;400;false;6091
2430;340;false;5832
1630;380;false;2830
2420;360;false;5822
1930;320;false;3935
1400;380;false;2114
1180;360;false;1491
1820;360;false;3458
1920;380;false;3885
1870;340;false;3667
2440;360;false;6113
2660;320;false;7065
1550;400;false;2537
1120;340;false;1353
2790;360;false;7715
1500;400;false;2443
1970;320;false;4117
1330;320;false;1876
1910;360;false;3749
1260;320;false;1746
1950;360;false;3896
2950;380;false;8536
1070;340;false;1241
2040;380;false;5042
2160;360;false;5041
1490;340;false;2418
1230;400;false;1654
2290;400;false;5511
2850;320;false;8047
2100;320;false;4664
1750;360;false;3165
1820;320;false;3400
1040;340;false;1172
1520;400;false;2490
1400;400;false;2069
1980;380;false;4216
2280;380;false;5606
2160;320;false;5004
1010;380;false;1122
1530;320;false;2565
2980;400;false;9047
2630;380;false;6861
2900;400;false;8358
2490;400;false;6290
2970;340;false;8593
2140;340;false;4974
1480;400;false;2380
2210;320;false;5217
1280;360;false;1781
2710;340;false;7397
1960;320;false;3947
2260;340;false;5773
2710;320;false;7337
1540;340;false;2537
2230;400;false;5358
2910;360;false;8425
2730;360;false;7483
1470;380;false;2325
2760;400;false;7578
1880;360;false;3742
1340;340;false;1932
1270;400;false;1717
1350;400;false;1982
2050;380;false;4522
1650;360;false;2949
1060;400;false;1211
1440;360;false;2189
2330;360;false;5492
2830;380;false;7949
2240;320;false;5503
1650;380;false;2943
1950;400;false;4024
2240;380;false;5770
2400;400;false;5810
1210;320;false;1536
2100;340;false;4686
1140;340;false;1383
1090;320;false;1359
2180;380;false;5336
1470;400;false;2268
2740;400;false;7437
1890;400;false;3779
1260;340;false;1673
2100;400;false;4763
1570;340;false;2613
1830;400;false;3498
2480;340;false;6101
2310;400;false;5475
1460;320;false;2241
2070;380;false;4496
2980;340;false;8709
2880;400;false;8236
2900;320;false;8398
2850;360;false;7957
1600;380;false;2798
2310;340;false;5545
1020;340;false;1200
1290;360;false;1793
1450;380;false;2316
1280;380;false;1765
2320;320;false;5718
2380;340;false;5550
2290;340;false;5574
2000;380;false;4187
1220;380;false;1641
1240;360;false;1614
1900;320;false;3866
2130;320;false;4762
2760;380;false;7506
1390;340;false;2060
1880;340;false;3711
2330;380;false;5620
2290;360;false;5532
2370;360;false;6151
2930;360;false;8597
2540;360;false;6476
2950;400;false;8703
1390;360;false;2075
2300;360;false;5400
2690;400;false;7115
3000;320;false;9160
2830;340;false;7763
2380;360;false;5580
2870;360;false;8108
1240;320;false;1586
1990;360;false;4267
2970;400;false;8784
1910;380;false;3882
2860;360;false;8081
1430;340;false;2231
2650;380;false;6925
1010;360;false;1090
1160;360;false;1442
1630;340;false;2866
1620;340;false;2838
2950;320;false;8479
2620;360;false;7149
1290;320;false;1763
1940;360;false;4089
2230;340;false;5497
2460;360;false;5997
1800;320;false;3411
2170;340;false;4686
2240;400;false;5331
1340;400;false;1888
2120;340;false;4899
1090;400;false;1267
2560;340;false;6648
1030;360;false;1164
1420;360;false;2167
2370;380;false;5587
1480;380;false;2373
2200;400;false;5218
2220;400;false;5362
1010;320;false;1489
2060;360;false;4611
2150;340;false;5138
2520;380;false;6497
2960;360;false;8639
1340;380;false;1896
1750;320;false;3149
1960;340;false;3923
1720;320;false;3155
2980;320;false;8820
1940;340;false;4004
2930;380;false;8517
1890;340;false;3722
1160;340;false;1405
2550;340;false;6352
1830;380;false;3552
1040;400;false;1161
1710;400;false;3135
1190;340;false;1539
1390;380;false;2078
2990;400;false;8913
2420;340;false;5667
2340;380;false;5683
1720;400;false;3093
1700;340;false;3105
1430;400;false;2251
2090;380;false;4595
2090;340;false;4527
2510;340;false;6400
1730;320;false;3217
1750;380;false;3193
2210;360;false;5417
1060;340;false;1218
2810;400;false;7988
1190;320;false;1501
1310;340;false;1841
1550;360;false;2554
1610;400;false;2723
1660;360;false;3027
2590;380;false;6637
2030;340;false;4460
1450;400;false;2250
2890;360;false;8238
1270;320;false;1709
2280;400;false;5500
2780;400;false;7729
2090;400;false;4571
2880;340;false;8212
1500;320;false;2383
